period;cod_cod;cod_id;cod_name;city;stratum;year;semester;school_state;school_city;faculty;program;cod_snies;knowledge_area;shift;age;civil_status;gender;residence_zone;foreign;school_name;school_calendar;school_character;school_language;school_methodology;academic_aid;financial_aid;other_aid;study_and_work;age_mod;cantidad_matriculas;Cluster
2012-03;3947C;718U;970N;cali;6;2012;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;35;soltero;M;nd;no;aspaen colegio juanambu;b;masculino;nd;nd;nd;nd;nd;nd;26-40;1;0
2014-01;5610C;7190U;8394N;jamundi;3;2014;1;valle del cauca;jamundi;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;M;nd;no;nd;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-03;7417C;7191U;12797N;cali;4;2015;2;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio mayor alferez real;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;8906C;7194U;16883N;cali;4;2016;2;valle del cauca;jamundi;Engineering;diseno industrial;103338;bellas artes;diurna;19;soltero;M;urbana;no;colegio la merced jamundi;a;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2019-03;12951C;7195U;222N;cali;5;2019;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;21;soltero;M;urbana;no;colegio luis horacio gomez;b;mixto;espanol:ingles;educacion tradicional;no;si;no;si;21-25;1;1
2017-03;9883C;7196U;18181N;jamundi;3;2017;2;valle del cauca;cali;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;19;soltero;F;urbana;no;colegio ciudadela educativa la presentacion;b;femenino;espanol;educacion tradicional;si;si;no;no;15-20;1;1
2017-03;10243C;7197U;11270N;jamundi;3;2017;2;valle del cauca;jamundi;communication and social sciences;economia;20107;economia administracion contaduria y afines;diurna;20;soltero;F;urbana;no;colegio central de bachillerato integrado;a;mixto;espanol;educacion tradicional;no;si;no;si;15-20;1;1
2014-01;5633C;7198U;16N;buenaventura;2;2014;1;valle del cauca;jamundi;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;F;nd;no;colegio gimnasio moderno del valle;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-03;10282C;7199U;8640N;cali;2;2017;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;20;soltero;M;rural;no;instituto ser internacional cali;b;mixto;espanol;aceleracion del aprendizaje;no;no;no;no;15-20;1;1
2009-01;93C;719U;18353N;cali;3;2009;1;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;31;soltero;M;nd;no;instituto tecnico industrial pedro antonio molina;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2014-03;6051C;7201U;11504N;jamundi;2;2014;2;valle del cauca;jamundi;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;F;nd;no;colegio parroquial nuestra senora del rosario jamundi;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;8265C;7202U;3432N;timana;1;2016;1;huila;timana;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa cascajal timana;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;8588C;7203U;15606N;jamundi;3;2016;2;valle del cauca;jamundi;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;18;soltero;M;urbana;no;colegio senderos;b;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;0
2017-01;9672C;7205U;14520N;jamundi;4;2017;1;valle del cauca;jamundi;communication and social sciences;economia;20107;economia administracion contaduria y afines;diurna;20;soltero;M;rural;no;alas colegio;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2016-03;8912C;7206U;9177N;jamundi;5;2016;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;M;rural;no;aspaen colegio juanambu;b;masculino;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2016-03;8941C;7207U;4818N;jamundi;2;2016;2;valle del cauca;jamundi;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;18;soltero;F;urbana;no;colegio senderos;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2016-01;8185C;7209U;6185N;jamundi;1;2016;1;valle del cauca;jamundi;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa alfonso lopez pumarejo jamundi;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-01;9215C;7210U;1743N;cali;3;2017;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;F;urbana;no;colegio el amparo;b;femenino;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2014-03;6401C;7211U;4854N;jamundi;2;2014;2;valle del cauca;jamundi;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;F;nd;no;colegio juan pablo ii jamundi;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;8606C;7212U;3421N;jamundi;3;2016;2;valle del cauca;jamundi;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;18;soltero;M;urbana;no;institucion educativa rosalia mafla;a;mixto;espanol;educacion tradicional;no;si;no;si;15-20;1;1
2016-01;7939C;7213U;3535N;gualmatan;1;2016;1;narino;gualmatan;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;nd;no;institucion educativa san jose gualmatan;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;6758C;7214U;10389N;jamundi;3;2015;1;valle del cauca;jamundi;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio gimnasio moderno del valle;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-03;7493C;7215U;2046N;cali;2;2015;2;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;liceo quial;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;9027C;7216U;15640N;cali;3;2016;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;F;urbana;no;instituto ser internacional cali;b;mixto;espanol;aceleracion del aprendizaje;no;no;no;no;15-20;1;1
2019-01;12101C;7218U;13877N;jamundi;4;2019;1;valle del cauca;jamundi;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;21;soltero;F;urbana;no;institucion educativa simon bolivar jamundi;a;mixto;espanol;educacion tradicional;no;no;no;si;21-25;1;1
2017-01;9377C;7219U;15161N;cali;5;2017;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;F;urbana;no;colegio nuestra senora del rosario cali;b;femenino;espanol:ingles:frances;educacion tradicional;no;si;no;no;15-20;1;1
2016-01;7867C;721U;194N;cali;5;2016;1;valle del cauca;cali;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;nocturna;39;union libre;M;nd;no;corporacion colegio nuestra senora del pilar;b;mixto;nd;nd;nd;nd;nd;nd;26-40;1;0
2018-01;10628C;7220U;10572N;cali;3;2018;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;20;soltero;M;urbana;no;gimnasio los farallones valle del lily;b;mixto;ingles;educacion tradicional;no;no;no;no;15-20;1;1
2015-01;6825C;7221U;9555N;jamundi;2;2015;1;valle del cauca;jamundi;Engineering;ingenieria electronica y telecomunicaciones;55170;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio la merced jamundi;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-01;9363C;7222U;14784N;jamundi;2;2017;1;valle del cauca;jamundi;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;19;soltero;F;urbana;no;gimnasio moderno del valle;a;mixto;espanol;educacion tradicional;si;si;no;no;15-20;1;1
2017-03;9939C;7223U;13097N;jamundi;3;2017;2;valle del cauca;jamundi;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;F;urbana;no;colegio parroquial nuestra senora del rosario jamundi;b;mixto;espanol;educacion tradicional;si;si;no;si;15-20;1;1
2020-01;14054C;7224U;2368N;cali;6;2020;1;valle del cauca;cali;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;22;soltero;M;nd;no;colegio los andes cali;a;mixto;espanol:ingles;aceleracion del aprendizaje;nd;nd;nd;nd;21-25;1;0
2017-03;9826C;7225U;15569N;cali;4;2017;2;valle del cauca;cali;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;19;soltero;M;urbana;no;colegio franciscano de fray damian gonzalez;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2017-01;9597C;7226U;5178N;jamundi;5;2017;1;valle del cauca;jamundi;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;19;soltero;M;rural;no;colegio gimnasio moderno del valle;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2016-01;8006C;7227U;4454N;jamundi;4;2016;1;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio coomeva;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-01;11190C;7228U;11759N;jamundi;3;2018;1;valle del cauca;jamundi;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;20;soltero;M;urbana;no;colegio gimnasio moderno del valle;a;mixto;espanol;educacion tradicional;si;si;no;no;15-20;1;0
2018-03;11860C;7229U;1375N;jamundi;2;2018;2;valle del cauca;jamundi;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;20;soltero;M;urbana;no;colegio juan pablo ii jamundi;a;masculino;espanol;educacion tradicional;si;si;si;no;15-20;1;1
2017-01;9787C;7230U;15619N;jamundi;3;2017;1;valle del cauca;jamundi;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;M;urbana;no;colegio gimnasio moderno del valle;a;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;0
2017-01;9305C;7232U;9503N;jamundi;2;2017;1;valle del cauca;jamundi;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio gimnasio moderno del valle;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2019-03;12993C;7233U;5393N;cali;5;2019;2;valle del cauca;cali;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;21;soltero;F;rural;no;colegio britanico the british school;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;21-25;1;1
2015-03;7589C;7235U;4536N;cali;1;2015;2;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio leon de greiff cali;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-03;11259C;7236U;4945N;jamundi;1;2018;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;20;soltero;M;rural;no;colegio franciscano de fray damian gonzalez;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2019-01;12524C;7238U;6954N;jamundi;2;2019;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;20;soltero;F;urbana;no;institucion educativa liceo departamental;a;mixto;espanol;educacion tradicional;no;no;no;si;15-20;1;1
2016-03;8988C;7239U;7838N;jamundi;1;2016;2;valle del cauca;yumbo;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;institucion educativa mayor de yumbo;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;8438C;723U;428N;cali;5;2016;1;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;37;soltero;M;nd;no;gimnasio academico del valle;a;mixto;espanol;educacion tradicional;no;nd;no;si;26-40;1;0
2016-01;8116C;7240U;5247N;chachagui;1;2016;1;narino;chachagui;Engineering;ingenieria electronica y telecomunicaciones;55170;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;institucion educativa nuestra senora de las lajas chachagui;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-01;9319C;7241U;5611N;jamundi;2;2017;1;valle del cauca;jamundi;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;18;soltero;M;nd;no;colegio comfandi terranova;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;8385C;7242U;14862N;jamundi;4;2016;1;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio real jean piaget ltda;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-03;11485C;7244U;2296N;jamundi;3;2018;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;F;urbana;no;colegio comfandi calipso;b;mixto;espanol:ingles;educacion tradicional;si;no;si;no;15-20;1;1
2016-03;8738C;7245U;15243N;jamundi;4;2016;2;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;colegio coomeva;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2020-01;13920C;7246U;17811N;jamundi;2;2020;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;21;soltero;F;urbana;no;institucion educativa liceo departamental;a;mixto;espanol;educacion tradicional;no;no;no;si;21-25;1;1
2019-01;12669C;7247U;11993N;jamundi;4;2019;1;valle del cauca;jamundi;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;20;soltero;F;urbana;no;colegio parroquial nuestra senora del rosario jamundi;b;mixto;espanol;educacion tradicional;no;no;no;si;15-20;1;1
2017-01;9369C;7248U;16742N;jamundi;3;2017;1;valle del cauca;jamundi;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio senderos;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-01;10479C;7249U;13990N;cali;4;2018;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;F;urbana;no;colegio el carmelo cali;b;femenino;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2015-01;7165C;724U;16212N;cali;4;2015;1;bogota dc;bogota;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;36;casado;M;nd;no;validacion bachillerato icfes;a;mixto;nd;nd;nd;nd;nd;nd;26-40;1;0
2019-01;12683C;7250U;11388N;jamundi;3;2019;1;valle del cauca;jamundi;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;19;casado;F;urbana;no;colegio fray luis apostol;a;mixto;espanol:ingles;educacion tradicional;no;no;no;si;15-20;1;1
2018-03;11799C;7251U;7063N;cali;4;2018;2;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;urbana;no;colegio luis horacio gomez;b;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;0
2018-03;11736C;7253U;17098N;cali;6;2018;2;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;19;soltero;M;urbana;no;colegio el pinar;b;mixto;espanol;educacion tradicional;no;no;no;si;15-20;1;1
2017-03;10297C;7254U;7811N;cali;2;2017;2;valle del cauca;cali;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio comfandi el prado;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-03;11805C;7255U;17812N;cali;6;2018;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;F;urbana;no;colegio el carmelo cali;b;mixto;espanol;educacion tradicional;si;si;no;si;15-20;1;1
2019-03;12738C;7256U;4119N;jamundi;2;2019;2;valle del cauca;cali;Engineering;diseno industrial;103338;bellas artes;diurna;19;soltero;M;urbana;no;colegio nueva salomia;b;mixto;espanol;educacion tradicional;si;si;no;no;15-20;1;1
2011-01;2271C;7258U;11049N;cali;3;2011;1;valle del cauca;la union;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;20;soltero;M;nd;no;instituto tecnico diversificado grajales;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-03;9867C;7259U;13341N;cali;5;2017;2;valle del cauca;la union;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;26;soltero;M;urbana;no;institucion educativa magdalena ortega;b;mixto;espanol:ingles;educacion tradicional;si;si;si;si;26-40;1;1
2009-01;424C;725U;14395N;cali;4;2009;1;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;30;casado;M;nd;no;colegio colombo europeo;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2011-01;2046C;7261U;16779N;cali;3;2011;1;valle del cauca;la victoria;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;18;soltero;F;nd;no;nd;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2011-01;1926C;7262U;9118N;valle del cauca;3;2011;1;valle del cauca;la union;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;instituto tecnico diversificado grajales;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2013-01;4396C;7263U;9336N;cali;3;2013;1;valle del cauca;la union;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa argemiro escobar cardona;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2014-03;6287C;7264U;1237N;cali;3;2014;2;valle del cauca;cali;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio mixto san vicente;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-01;9694C;7265U;13874N;la union;2;2017;1;valle del cauca;la union;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;urbana;no;colegio san jose la union;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;1
2020-03;14629C;7266U;14828N;cartago;2;2020;2;cundinamarca;bogota;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;33;soltero;M;nd;no;academia americana de sistemas y comercio;a;mixto;espanol;programa para jovenes en extraedad y adultos;nd;nd;nd;nd;26-40;1;1
2014-03;6072C;7268U;8108N;cali;3;2014;2;valle del cauca;cartago;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;24;soltero;M;nd;no;institucion educativa antonio holguin garces;a;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;87C;726U;18408N;cali;4;2009;1;valle del cauca;cali;communication and social sciences;economia;20107;economia administracion contaduria y afines;nocturna;30;soltero;M;nd;no;colegio miguel camacho perea;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2010-01;1414C;7270U;17186N;cali;4;2010;1;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;19;soltero;M;nd;no;colegio lacordaire;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2009-03;919C;7271U;3220N;cali;2;2009;2;valle del cauca;el aguila;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa el aguila;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2009-03;957C;7272U;5122N;cali;5;2009;2;valle del cauca;palmira;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa paulo vi palmira;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2012-03;3688C;7273U;16766N;cali;3;2012;2;valle del cauca;el aguila;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;21;soltero;F;nd;no;institucion educativa el aguila;a;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2012-03;3602C;7274U;12211N;cali;3;2012;2;valle del cauca;cartago;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;F;nd;no;instituto tecnico comercial sor maria juliana;a;mixto;nd;nd;nd;nd;nd;nd;15-20;1;1
2015-03;7440C;7275U;17881N;cali;4;2015;2;valle del cauca;cartago;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;21;soltero;F;nd;no;institucion educativa gabo;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;0
2016-01;7826C;7276U;1967N;cali;4;2016;1;valle del cauca;cartago;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;F;nd;no;colegio de la presentacion cartago;b;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2020-01;14047C;7277U;1866N;cali;4;2020;1;valle del cauca;cartago;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;22;soltero;F;nd;no;instituto de comercio practico inscop;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;21-25;1;0
2020-03;14123C;7278U;4925N;cartago;3;2020;2;valle del cauca;cartago;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;22;soltero;M;nd;no;institucion educativa diocesana juan xxiii;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;21-25;1;0
2016-01;7958C;7279U;17819N;cartago;3;2016;1;valle del cauca;cartago;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;instituto tecnico comercial sor maria juliana;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;2;0
2018-01;10606C;7280U;16697N;cartago;2;2018;1;santander;bucaramanga;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio iberoamericano bucaramanga;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;8619C;7281U;6345N;cali;2;2016;2;valle del cauca;darien;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;29;union libre;M;urbana;no;institucion educativa gimnasio del calima;b;mixto;espanol;educacion tradicional;no;no;no;si;26-40;1;1
2017-01;9406C;7282U;14563N;cali;3;2017;1;valle del cauca;buga;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;29;union libre;M;urbana;no;institucion educativa jose maria villegas;a;mixto;ingles;educacion tradicional;no;si;no;si;26-40;1;0
2011-03;2591C;7284U;1329N;restrepo;2;2011;2;cauca;miranda;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;nd;no;colegio julio fernandez medina;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2012-03;3625C;7285U;13524N;cali;3;2012;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;F;nd;no;colegio parroquial san pedro claver cali;b;mixto;nd;nd;nd;nd;nd;nd;15-20;1;1
2012-03;3406C;7286U;2881N;darien;2;2012;2;valle del cauca;darien;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;19;casado;F;nd;no;nd;b;mixto;nd;nd;nd;nd;nd;nd;15-20;1;1
2015-01;6728C;7287U;14306N;darien;2;2015;1;valle del cauca;darien;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;21;soltero;F;nd;no;unidad docente de bachillerato comercial simon bolivar;b;mixto;nd;nd;nd;nd;nd;nd;21-25;1;1
2014-01;5639C;7288U;7960N;cali;3;2014;1;valle del cauca;darien;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;M;nd;no;institucion educativa gimnasio del calima;b;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-03;11322C;7289U;17952N;cali;4;2018;2;valle del cauca;darien;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;21;soltero;F;urbana;no;institucion educativa gimnasio del calima;a;mixto;espanol;educacion tradicional;si;si;no;no;21-25;2;1
2016-01;8062C;7290U;7797N;darien;1;2016;1;valle del cauca;darien;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;institucion educativa gimnasio del calima;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;8023C;7291U;7989N;darien;2;2016;1;valle del cauca;darien;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;institucion educativa gimnasio del calima;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2019-01;12135C;7292U;18654N;cali;2;2019;1;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;urbana;no;colegio el hogar;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2010-03;1756C;7293U;11056N;el dovio;2;2010;2;huila;campoalegre;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;22;soltero;M;nd;no;colegio municipal de bachillerato eugenio ferro falla;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;247C;7295U;4735N;palmira;2;2009;1;valle del cauca;palmira;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;20;soltero;F;nd;no;colegio agustiniano campestre;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2009-03;609C;7296U;17225N;ginebra;3;2009;2;valle del cauca;ginebra;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;21;no definido;M;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2009-01;140C;7298U;17258N;cali;4;2009;1;valle del cauca;palmira;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;nd;no;colegio agustiniano campestre;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2009-03;574C;7299U;12995N;ginebra;2;2009;2;valle del cauca;ginebra;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;19;soltero;M;nd;no;colegio la inmaculada concepcion ginebra;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2011-03;2615C;729U;2531N;jamundi;3;2011;2;valle del cauca;cali;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;33;casado;M;nd;no;colegio cooperativo de bachillerato industrial nuestra senora de los remedi;b;masculino;nd;nd;nd;nd;nd;nd;26-40;1;0
